invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I227368,C147456,Male,44,Clothing,2,600.16,Cash,10/8/2022,Mall of Istanbul
I925190,C248510,Male,58,Clothing,5,1500.4,Cash,4/2/2021,Metrocity
I126253,C732384,Male,24,Clothing,5,1500.4,Debit Card,2/2/2021,Metrocity
I270096,C660491,Male,66,Food & Beverage,2,10.46,Credit Card,3/5/2022,Metropol AVM
I557757,C323696,Male,59,Food & Beverage,1,5.23,Cash,27/08/2021,Kanyon
I377607,C274788,Male,69,Souvenir,5,58.65,Credit Card,11/1/2022,Metrocity
I322886,C289495,Male,39,Technology,3,3150.0,Cash,7/1/2022,Istinye Park
I326712,C226996,Male,30,Clothing,2,600.16,Cash,5/5/2021,Metropol AVM
I148642,C158270,Male,52,Clothing,1,300.08,Credit Card,20/04/2021,Mall of Istanbul
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,4/4/2022,Forum Istanbul
I971862,C219304,Male,45,Clothing,3,900.24,Cash,6/11/2022,Kanyon
I274610,C391672,Male,61,Souvenir,3,35.19,Cash,15/01/2022,Metrocity
I237899,C820137,Male,67,Cosmetics,4,162.64,Debit Card,1/5/2021,Zorlu Center
I102481,C521673,Male,66,Shoes,4,2400.68,Credit Card,22/04/2022,Kanyon
I411189,C743273,Male,69,Food & Beverage,3,15.69,Credit Card,8/2/2021,Metrocity
I179619,C423734,Male,47,Toys,3,107.52,Cash,11/10/2022,Metrocity
I229909,C139077,Male,43,Clothing,5,1500.4,Cash,10/5/2022,Viaport Outlet
I472142,C842431,Male,55,Shoes,1,600.17,Cash,4/8/2021,Cevahir AVM
I184289,C102301,Male,25,Toys,2,71.68,Credit Card,18/09/2022,Metrocity
I201268,C649525,Male,64,Souvenir,1,11.73,Cash,31/05/2022,Kanyon
I278596,C290548,Male,43,Clothing,3,900.24,Cash,12/5/2021,Mall of Istanbul
I189797,C245539,Male,66,Clothing,3,900.24,Debit Card,22/10/2021,Metropol AVM
I169324,C152098,Male,51,Food & Beverage,3,15.69,Cash,14/03/2022,Emaar Square Mall
I186033,C766767,Male,67,Books,5,75.75,Cash,12/1/2023,Kanyon
I307337,C322195,Male,54,Shoes,3,1800.51,Debit Card,25/02/2023,Metropol AVM
I713320,C189364,Male,29,Technology,1,1050.0,Debit Card,23/11/2021,Zorlu Center
I202249,C614595,Male,24,Souvenir,4,46.92,Cash,30/10/2022,Istinye Park
I910927,C300832,Male,37,Clothing,3,900.24,Credit Card,16/01/2023,Kanyon
I264725,C143781,Male,28,Toys,1,35.84,Credit Card,15/07/2022,Mall of Istanbul
I291281,C285797,Male,45,Technology,1,1050.0,Credit Card,14/04/2022,Metropol AVM
I211823,C270543,Male,23,Clothing,5,1500.4,Debit Card,16/03/2021,Zorlu Center
I160370,C102275,Male,41,Clothing,1,300.08,Credit Card,7/2/2022,Metrocity
I275001,C162681,Male,51,Toys,4,143.36,Debit Card,4/5/2022,Cevahir AVM
I129187,C716629,Male,49,Cosmetics,2,81.32,Cash,6/8/2022,Forum Istanbul
I292336,C512978,Male,45,Clothing,4,1200.32,Cash,9/5/2022,Forum Istanbul
I122881,C289069,Male,33,Cosmetics,5,203.3,Cash,22/05/2021,Forum Istanbul
I110467,C155221,Male,40,Clothing,1,300.08,Cash,8/10/2022,Mall of Istanbul
I316054,C251062,Male,60,Clothing,5,1500.4,Debit Card,13/10/2022,Kanyon
I125636,C987230,Male,68,Books,1,15.15,Debit Card,16/05/2021,Kanyon
I278935,C203598,Male,27,Toys,2,71.68,Cash,14/12/2022,Cevahir AVM
I214040,C270797,Male,59,Shoes,4,2400.68,Credit Card,16/11/2022,Istinye Park
I135338,C249974,Male,62,Clothing,1,300.08,Credit Card,19/10/2022,Viaport Outlet
I103926,C132495,Male,32,Cosmetics,2,81.32,Credit Card,17/08/2022,Emaar Square Mall
I200763,C304747,Male,47,Cosmetics,2,81.32,Debit Card,23/12/2021,Kanyon
I140666,C494615,Male,33,Food & Beverage,3,15.69,Cash,2/8/2021,Metrocity
I328455,C252265,Male,66,Technology,5,5250.0,Credit Card,17/02/2021,Mall of Istanbul
I335039,C209245,Male,36,Souvenir,1,11.73,Cash,9/5/2022,Istinye Park
I375865,C130895,Male,64,Clothing,3,900.24,Credit Card,30/05/2022,Kanyon
I300065,C207573,Male,22,Technology,4,4200.0,Cash,12/3/2022,Viaport Outlet
I246910,C156004,Male,32,Books,2,30.3,Cash,12/2/2022,Istinye Park
I172592,C269506,Male,66,Shoes,3,1800.51,Cash,5/7/2021,Zorlu Center
I197048,C127041,Male,52,Clothing,1,300.08,Cash,22/10/2022,Istinye Park
I255738,C108367,Male,52,Food & Beverage,3,15.69,Debit Card,12/4/2022,Kanyon
I309846,C191673,Male,43,Clothing,3,900.24,Cash,27/02/2021,Mall of Istanbul
I230210,C979970,Male,41,Cosmetics,1,40.66,Cash,31/03/2021,Cevahir AVM
I701994,C289614,Male,31,Food & Beverage,1,5.23,Cash,9/2/2023,Forum Istanbul
I233553,C264659,Male,21,Cosmetics,3,121.98,Cash,26/03/2022,Metrocity
I107367,C773134,Male,42,Clothing,3,900.24,Cash,21/01/2021,Metrocity
I240053,C433673,Male,50,Cosmetics,1,40.66,Credit Card,22/05/2022,Metrocity
I304483,C193793,Male,23,Toys,5,179.2,Cash,5/3/2022,Viaport Outlet
I110493,C320229,Male,67,Books,2,30.3,Debit Card,20/04/2021,Mall of Istanbul
I225893,C245407,Male,53,Souvenir,4,46.92,Credit Card,10/4/2021,Emaar Square Mall
I462596,C269497,Male,32,Food & Beverage,5,26.15,Debit Card,25/05/2022,Metrocity
I990095,C190709,Male,43,Shoes,2,1200.34,Debit Card,26/12/2022,Mall of Istanbul
I177064,C593370,Male,30,Food & Beverage,4,20.92,Debit Card,21/12/2022,Mall of Istanbul
I259581,C791362,Male,61,Clothing,4,1200.32,Credit Card,19/03/2021,Kanyon
I272468,C132400,Male,44,Clothing,5,1500.4,Cash,30/08/2022,Zorlu Center
I539167,C205165,Male,23,Toys,3,107.52,Cash,16/12/2021,Zorlu Center
I307328,C174747,Male,37,Clothing,1,300.08,Cash,14/05/2022,Mall of Istanbul
I316501,C249906,Male,33,Shoes,4,2400.68,Cash,13/11/2022,Mall of Istanbul
I105482,C129846,Male,18,Clothing,5,1500.4,Cash,17/08/2021,Mall of Istanbul
I323413,C266213,Male,34,Clothing,1,300.08,Debit Card,9/1/2022,Kanyon
I193060,C219791,Male,38,Toys,5,179.2,Credit Card,18/05/2022,Mall of Istanbul
I255430,C981925,Male,51,Cosmetics,3,121.98,Debit Card,13/02/2023,Mall of Istanbul
I165932,C237757,Male,44,Cosmetics,3,121.98,Credit Card,4/3/2023,Cevahir AVM
I123656,C238083,Male,64,Clothing,2,600.16,Cash,21/04/2022,Kanyon
I177444,C179915,Male,40,Clothing,3,900.24,Debit Card,9/1/2023,Emaar Square Mall
I103907,C280853,Male,56,Clothing,4,1200.32,Cash,4/10/2022,Forum Istanbul
I478092,C606953,Male,66,Souvenir,2,23.46,Cash,18/03/2021,Kanyon
I107322,C920331,Male,27,Clothing,2,600.16,Credit Card,21/10/2022,Mall of Istanbul
I335770,C336888,Male,57,Cosmetics,1,40.66,Debit Card,8/10/2022,Forum Istanbul
I273054,C148034,Male,43,Food & Beverage,5,26.15,Debit Card,26/04/2021,Metropol AVM
I301307,C326699,Male,41,Technology,5,5250.0,Debit Card,30/05/2021,Mall of Istanbul
I270709,C632826,Male,41,Clothing,2,600.16,Credit Card,1/10/2021,Istinye Park
I613571,C246847,Male,56,Clothing,3,900.24,Cash,19/01/2022,Mall of Istanbul
I306290,C125304,Male,59,Clothing,2,600.16,Cash,2/2/2022,Mall of Istanbul
I321342,C831048,Male,23,Clothing,1,300.08,Credit Card,2/3/2022,Kanyon
I273975,C208819,Male,50,Cosmetics,5,203.3,Credit Card,1/3/2021,Emaar Square Mall
I223697,C237182,Male,62,Cosmetics,3,121.98,Debit Card,25/04/2021,Istinye Park
I117673,C191057,Male,37,Food & Beverage,4,20.92,Debit Card,8/3/2022,Istinye Park
I125122,C118689,Male,51,Shoes,4,2400.68,Cash,19/07/2022,Cevahir AVM
I898132,C210393,Male,30,Clothing,2,600.16,Cash,12/11/2021,Mall of Istanbul
I144412,C261316,Male,32,Cosmetics,1,40.66,Cash,7/3/2023,Metrocity
I203031,C748439,Male,31,Books,5,75.75,Cash,14/04/2021,Mall of Istanbul
I293034,C220780,Male,24,Food & Beverage,4,20.92,Cash,16/09/2021,Mall of Istanbul
I252678,C126392,Male,25,Food & Beverage,2,10.46,Cash,24/04/2021,Istinye Park
I213167,C111668,Male,25,Clothing,1,300.08,Credit Card,28/07/2021,Mall of Istanbul
I127144,C195508,Male,18,Souvenir,1,11.73,Debit Card,3/11/2022,Mall of Istanbul
I269024,C278483,Male,49,Clothing,1,300.08,Debit Card,12/8/2022,Kanyon
I264126,C158261,Male,21,Food & Beverage,2,10.46,Cash,28/04/2022,Metrocity
I140362,C102607,Male,38,Technology,2,2100.0,Debit Card,24/10/2021,Metrocity
I617893,C808112,Male,65,Clothing,5,1500.4,Cash,18/07/2022,Metrocity
I740038,C213718,Male,34,Clothing,1,300.08,Debit Card,14/12/2022,Metropol AVM
I230886,C193813,Male,33,Cosmetics,3,121.98,Cash,17/06/2022,Mall of Istanbul
I282711,C168973,Male,68,Toys,3,107.52,Cash,7/6/2022,Kanyon
I150266,C297748,Male,37,Toys,5,179.2,Cash,20/11/2022,Kanyon
I339115,C678680,Male,69,Clothing,4,1200.32,Credit Card,27/03/2021,Metrocity
I151425,C110568,Male,26,Clothing,5,1500.4,Credit Card,12/5/2022,Emaar Square Mall
I221786,C314993,Male,61,Clothing,4,1200.32,Credit Card,15/04/2021,Metropol AVM
I752293,C211763,Male,63,Clothing,4,1200.32,Cash,2/3/2023,Zorlu Center
I286110,C281244,Male,60,Clothing,4,1200.32,Credit Card,11/12/2022,Metropol AVM
I214882,C582997,Male,34,Souvenir,2,23.46,Credit Card,7/8/2022,Kanyon
I178412,C108007,Male,49,Shoes,5,3000.85,Debit Card,23/11/2022,Metropol AVM
I261248,C104963,Male,69,Souvenir,1,11.73,Cash,26/02/2021,Zorlu Center
I147152,C286640,Male,66,Books,1,15.15,Cash,18/04/2021,Kanyon
I531648,C156880,Male,23,Clothing,3,900.24,Cash,8/10/2022,Mall of Istanbul
I331938,C864800,Male,24,Cosmetics,1,40.66,Debit Card,14/07/2022,Metrocity
I894668,C253252,Male,52,Technology,1,1050.0,Credit Card,12/9/2022,Metrocity
I163001,C592891,Male,56,Cosmetics,3,121.98,Cash,19/06/2021,Metrocity
I238537,C618494,Male,42,Clothing,1,300.08,Cash,5/5/2021,Forum Istanbul
I339998,C299567,Male,34,Food & Beverage,3,15.69,Credit Card,17/11/2022,Zorlu Center
I998832,C257559,Male,23,Souvenir,2,23.46,Credit Card,21/02/2021,Metrocity
I228888,C261635,Male,33,Technology,1,1050.0,Cash,18/12/2022,Kanyon
I304606,C316806,Male,64,Clothing,4,1200.32,Cash,7/3/2023,Metrocity
I181621,C112446,Male,30,Books,3,45.45,Debit Card,3/3/2022,Cevahir AVM
I339366,C480735,Male,52,Clothing,5,1500.4,Cash,8/6/2021,Forum Istanbul
I317066,C127551,Male,50,Clothing,1,300.08,Credit Card,4/1/2022,Metropol AVM
I907323,C794449,Male,28,Cosmetics,3,121.98,Cash,6/9/2021,Metropol AVM
I337976,C335131,Male,64,Food & Beverage,1,5.23,Credit Card,26/10/2021,Mall of Istanbul
I231403,C230619,Male,64,Cosmetics,5,203.3,Cash,6/2/2023,Mall of Istanbul
I317840,C296318,Male,49,Clothing,2,600.16,Cash,10/2/2023,Kanyon
I120560,C291970,Male,37,Clothing,3,900.24,Cash,28/12/2022,Metropol AVM
I208105,C524507,Male,52,Clothing,3,900.24,Credit Card,26/10/2021,Istinye Park
I146548,C205178,Male,30,Clothing,4,1200.32,Cash,19/07/2022,Metropol AVM
I115242,C264585,Male,52,Clothing,4,1200.32,Debit Card,1/11/2022,Istinye Park
I761759,C145059,Male,32,Toys,2,71.68,Credit Card,6/9/2021,Mall of Istanbul
I278595,C158616,Male,40,Food & Beverage,3,15.69,Credit Card,9/6/2021,Emaar Square Mall
I187777,C710954,Male,39,Clothing,3,900.24,Credit Card,30/04/2021,Zorlu Center
I214442,C539840,Male,19,Cosmetics,3,121.98,Debit Card,15/07/2021,Kanyon
I124379,C898202,Male,63,Books,3,45.45,Credit Card,15/10/2021,Metrocity
I221646,C320598,Male,68,Clothing,1,300.08,Debit Card,15/02/2021,Metrocity
I209913,C339508,Male,23,Books,2,30.3,Credit Card,28/09/2022,Emaar Square Mall
I113342,C238833,Male,22,Clothing,4,1200.32,Credit Card,31/01/2022,Forum Istanbul
I241628,C512698,Male,59,Cosmetics,3,121.98,Credit Card,17/03/2021,Metropol AVM
I312437,C618730,Male,20,Clothing,5,1500.4,Credit Card,13/05/2021,Emaar Square Mall
I730781,C304326,Male,34,Clothing,5,1500.4,Debit Card,31/03/2022,Istinye Park
I299140,C339114,Male,61,Shoes,5,3000.85,Cash,28/06/2022,Metropol AVM
I980023,C120118,Male,55,Cosmetics,5,203.3,Credit Card,20/01/2023,Metrocity
I184493,C254397,Male,60,Technology,4,4200.0,Cash,1/10/2022,Mall of Istanbul
I178572,C287355,Male,43,Food & Beverage,1,5.23,Cash,6/5/2021,Metrocity
I266960,C109885,Male,49,Souvenir,5,58.65,Cash,10/5/2022,Metropol AVM
I225839,C838257,Male,63,Cosmetics,2,81.32,Debit Card,28/12/2022,Zorlu Center
I756230,C846690,Male,36,Toys,3,107.52,Debit Card,26/12/2021,Istinye Park
I232626,C176854,Male,45,Cosmetics,3,121.98,Credit Card,20/02/2021,Emaar Square Mall
I291779,C184727,Male,67,Clothing,2,600.16,Cash,21/10/2021,Viaport Outlet
I364470,C162162,Male,30,Shoes,2,1200.34,Cash,24/01/2023,Istinye Park
I592896,C108465,Male,35,Clothing,4,1200.32,Debit Card,5/2/2021,Zorlu Center
I639644,C682985,Male,54,Clothing,2,600.16,Debit Card,23/07/2022,Kanyon
I148485,C309367,Male,20,Food & Beverage,1,5.23,Cash,15/02/2021,Metropol AVM
I185724,C175732,Male,31,Toys,1,35.84,Cash,27/04/2021,Istinye Park
I222357,C249679,Male,47,Souvenir,1,11.73,Cash,15/08/2022,Metropol AVM
I270546,C194974,Male,47,Cosmetics,4,162.64,Cash,14/06/2022,Kanyon
I891663,C128277,Male,48,Cosmetics,5,203.3,Credit Card,24/12/2022,Cevahir AVM
I162663,C502572,Male,35,Shoes,3,1800.51,Credit Card,3/1/2022,Metrocity
I255891,C335904,Male,42,Technology,5,5250.0,Debit Card,3/4/2022,Istinye Park
I163500,C280866,Male,59,Shoes,5,3000.85,Debit Card,30/07/2022,Kanyon
I977597,C919190,Male,29,Cosmetics,1,40.66,Credit Card,5/12/2022,Mall of Istanbul
I259858,C316015,Male,23,Clothing,4,1200.32,Cash,27/11/2021,Mall of Istanbul
I309383,C716683,Male,29,Cosmetics,4,162.64,Debit Card,22/10/2021,Istinye Park
I296120,C750093,Male,34,Clothing,2,600.16,Cash,10/2/2023,Metrocity
I300868,C311482,Male,61,Technology,3,3150.0,Cash,28/01/2021,Metropol AVM
I208560,C209723,Male,58,Cosmetics,5,203.3,Cash,23/11/2021,Istinye Park
I223532,C160421,Male,23,Toys,5,179.2,Credit Card,22/09/2021,Istinye Park
I236697,C162397,Male,36,Shoes,3,1800.51,Cash,24/02/2021,Metropol AVM
I780362,C271866,Male,39,Cosmetics,1,40.66,Debit Card,12/6/2021,Metrocity
I311659,C164577,Male,65,Food & Beverage,3,15.69,Debit Card,19/07/2022,Metropol AVM
I279882,C240837,Male,66,Cosmetics,5,203.3,Debit Card,3/6/2022,Metropol AVM
I324650,C159771,Male,52,Souvenir,1,11.73,Cash,20/08/2022,Kanyon
I760012,C126598,Male,33,Shoes,5,3000.85,Cash,6/2/2022,Forum Istanbul
I139536,C882358,Male,63,Food & Beverage,2,10.46,Debit Card,9/11/2021,Mall of Istanbul
I587552,C110267,Male,23,Clothing,4,1200.32,Debit Card,25/03/2022,Kanyon
I170036,C176312,Male,38,Souvenir,3,35.19,Cash,17/08/2021,Metropol AVM
I135321,C863183,Male,57,Food & Beverage,1,5.23,Cash,5/8/2021,Mall of Istanbul
I679052,C294679,Male,21,Cosmetics,2,81.32,Cash,15/12/2021,Mall of Istanbul
I419999,C317223,Male,34,Food & Beverage,4,20.92,Credit Card,5/8/2022,Forum Istanbul
I144681,C208844,Male,69,Toys,1,35.84,Credit Card,18/09/2022,Emaar Square Mall
I252554,C130720,Male,66,Cosmetics,2,81.32,Credit Card,19/08/2021,Emaar Square Mall
I212186,C222250,Male,36,Food & Beverage,3,15.69,Credit Card,15/02/2021,Kanyon
I251648,C200881,Male,53,Shoes,3,1800.51,Cash,29/05/2021,Kanyon
I156107,C164916,Male,66,Cosmetics,1,40.66,Credit Card,14/07/2021,Istinye Park
I139920,C229001,Male,50,Food & Beverage,5,26.15,Credit Card,27/09/2022,Metropol AVM
I289344,C197522,Male,39,Cosmetics,4,162.64,Credit Card,17/01/2023,Emaar Square Mall
I281376,C299443,Male,64,Shoes,4,2400.68,Credit Card,7/10/2021,Mall of Istanbul
I169319,C151752,Male,22,Books,4,60.6,Debit Card,3/6/2022,Metropol AVM
I227550,C212483,Male,52,Toys,5,179.2,Cash,12/12/2022,Metrocity
I223232,C523660,Male,42,Clothing,1,300.08,Cash,25/08/2022,Metrocity
I161152,C432354,Male,55,Cosmetics,2,81.32,Cash,11/2/2021,Mall of Istanbul
I395632,C183706,Male,63,Toys,2,71.68,Cash,14/05/2022,Kanyon
I420393,C170711,Male,19,Shoes,4,2400.68,Debit Card,2/5/2021,Metrocity
I197681,C106311,Male,39,Clothing,2,600.16,Credit Card,15/03/2022,Metrocity
I267453,C189027,Male,57,Clothing,5,1500.4,Credit Card,31/03/2021,Emaar Square Mall
I208609,C221164,Male,63,Clothing,1,300.08,Credit Card,27/01/2021,Mall of Istanbul
I340342,C295466,Male,55,Food & Beverage,1,5.23,Cash,4/3/2023,Metrocity
I171740,C279904,Male,64,Clothing,3,900.24,Credit Card,29/11/2021,Kanyon
I421240,C382952,Male,18,Souvenir,2,23.46,Credit Card,28/01/2023,Istinye Park
I163397,C224169,Male,46,Food & Beverage,1,5.23,Credit Card,19/05/2022,Kanyon
I235220,C276445,Male,21,Clothing,2,600.16,Credit Card,4/10/2021,Mall of Istanbul
I205540,C232136,Male,24,Clothing,2,600.16,Credit Card,2/6/2021,Metrocity
I236726,C186023,Male,69,Toys,2,71.68,Cash,12/10/2021,Viaport Outlet
I179626,C425857,Male,43,Clothing,1,300.08,Credit Card,4/3/2022,Mall of Istanbul
I336420,C858254,Male,33,Cosmetics,2,81.32,Cash,24/04/2022,Metrocity
I697021,C284961,Male,69,Shoes,5,3000.85,Cash,11/3/2022,Forum Istanbul
I656719,C216268,Male,57,Clothing,3,900.24,Cash,27/12/2022,Forum Istanbul
I875030,C241204,Male,48,Books,1,15.15,Credit Card,20/10/2021,Mall of Istanbul
I136612,C182933,Male,30,Cosmetics,4,162.64,Debit Card,3/2/2022,Metrocity
I201067,C876858,Male,49,Food & Beverage,2,10.46,Credit Card,12/10/2021,Kanyon
I169226,C123988,Male,20,Toys,3,107.52,Debit Card,30/10/2022,Kanyon
I328925,C271255,Male,68,Clothing,2,600.16,Credit Card,8/6/2022,Metropol AVM
I279659,C327424,Male,58,Cosmetics,2,81.32,Cash,31/03/2022,Istinye Park
I392560,C892096,Male,24,Cosmetics,3,121.98,Cash,22/02/2023,Metropol AVM
I165160,C321209,Male,61,Shoes,1,600.17,Cash,26/04/2022,Cevahir AVM
I251504,C166181,Male,42,Clothing,2,600.16,Credit Card,25/02/2022,Kanyon
I383351,C207215,Male,30,Clothing,1,300.08,Credit Card,11/12/2021,Zorlu Center
I241341,C172351,Male,30,Cosmetics,4,162.64,Credit Card,23/04/2021,Mall of Istanbul
I137571,C210848,Male,35,Toys,4,143.36,Cash,13/02/2021,Kanyon
I957100,C431872,Male,26,Clothing,3,900.24,Cash,25/09/2021,Kanyon
I169599,C485668,Male,22,Toys,1,35.84,Credit Card,28/09/2021,Metropol AVM
I470040,C144162,Male,28,Clothing,3,900.24,Credit Card,27/09/2022,Mall of Istanbul
I102404,C142061,Male,38,Clothing,4,1200.32,Credit Card,13/12/2021,Mall of Istanbul
I868386,C269430,Male,30,Cosmetics,4,162.64,Cash,5/12/2021,Kanyon
I163935,C297669,Male,62,Clothing,4,1200.32,Debit Card,7/1/2021,Kanyon
I240617,C239313,Male,34,Cosmetics,5,203.3,Credit Card,29/05/2021,Kanyon
I174053,C485136,Male,56,Toys,3,107.52,Credit Card,26/08/2021,Kanyon
I320437,C866676,Male,22,Clothing,1,300.08,Credit Card,19/02/2022,Metrocity
I220277,C190660,Male,54,Books,4,60.6,Credit Card,30/07/2021,Metrocity
I284561,C738384,Male,25,Clothing,5,1500.4,Cash,13/02/2022,Istinye Park
I162777,C807680,Male,48,Food & Beverage,5,26.15,Cash,16/05/2022,Metrocity
I300240,C832533,Male,58,Clothing,5,1500.4,Cash,11/10/2022,Mall of Istanbul
I240951,C201574,Male,31,Cosmetics,3,121.98,Cash,21/12/2022,Kanyon
I140289,C292453,Male,53,Cosmetics,4,162.64,Debit Card,6/12/2021,Mall of Istanbul
I227560,C121797,Male,55,Technology,1,1050.0,Cash,25/07/2021,Mall of Istanbul
I168758,C111342,Male,46,Clothing,1,300.08,Cash,23/10/2021,Mall of Istanbul
I134212,C135306,Male,20,Clothing,4,1200.32,Credit Card,11/9/2021,Metropol AVM
I335631,C193441,Male,49,Books,4,60.6,Cash,10/12/2021,Mall of Istanbul
I171398,C526385,Male,63,Clothing,4,1200.32,Cash,22/04/2021,Viaport Outlet
I333138,C172204,Male,42,Clothing,2,600.16,Credit Card,19/02/2022,Kanyon
I326733,C247589,Male,28,Technology,2,2100.0,Credit Card,13/08/2022,Kanyon
I402704,C121551,Male,28,Clothing,3,900.24,Credit Card,8/6/2021,Forum Istanbul
I158587,C119297,Male,40,Clothing,3,900.24,Credit Card,9/3/2022,Mall of Istanbul
I178847,C803010,Male,38,Toys,1,35.84,Cash,22/11/2022,Istinye Park
I155958,C184300,Male,51,Clothing,5,1500.4,Credit Card,15/02/2022,Metropol AVM
I263059,C123711,Male,19,Clothing,1,300.08,Credit Card,17/06/2022,Metrocity
I329561,C193264,Male,30,Food & Beverage,2,10.46,Credit Card,18/11/2022,Mall of Istanbul
I282887,C478916,Male,49,Clothing,5,1500.4,Cash,4/4/2022,Mall of Istanbul
I145411,C331387,Male,20,Toys,2,71.68,Debit Card,25/04/2021,Metrocity
I161637,C224991,Male,52,Cosmetics,4,162.64,Cash,7/5/2022,Metrocity
I280717,C136014,Male,49,Cosmetics,1,40.66,Cash,18/01/2023,Metropol AVM
I267365,C315888,Male,29,Books,1,15.15,Cash,9/5/2022,Istinye Park
I195497,C387559,Male,44,Clothing,2,600.16,Debit Card,9/8/2022,Viaport Outlet
I202675,C301894,Male,26,Souvenir,4,46.92,Cash,21/02/2022,Viaport Outlet
I229152,C220098,Male,61,Toys,1,35.84,Debit Card,25/03/2021,Metropol AVM
I206307,C251281,Male,40,Clothing,4,1200.32,Debit Card,3/5/2021,Kanyon
I284203,C123578,Male,28,Clothing,3,900.24,Debit Card,13/06/2021,Metropol AVM
I266160,C118349,Male,22,Clothing,2,600.16,Credit Card,21/05/2021,Metrocity
I264953,C133559,Male,37,Clothing,2,600.16,Credit Card,15/03/2022,Metrocity
I297292,C330941,Male,66,Clothing,5,1500.4,Cash,15/04/2022,Metropol AVM
I247218,C741297,Male,36,Books,1,15.15,Cash,13/01/2022,Mall of Istanbul
I123864,C121156,Male,68,Shoes,3,1800.51,Cash,10/8/2022,Metrocity
I857171,C115898,Male,26,Shoes,2,1200.34,Cash,12/2/2023,Emaar Square Mall
I140531,C216013,Male,22,Shoes,3,1800.51,Credit Card,5/3/2021,Metrocity
I598832,C222244,Male,26,Books,4,60.6,Cash,18/04/2022,Metrocity
I868553,C105764,Male,67,Souvenir,2,23.46,Cash,16/02/2023,Emaar Square Mall
I113812,C463587,Male,68,Shoes,4,2400.68,Cash,29/08/2021,Metrocity
I407437,C288544,Male,64,Cosmetics,5,203.3,Credit Card,6/9/2022,Viaport Outlet
I198420,C157534,Male,22,Shoes,1,600.17,Cash,20/09/2022,Kanyon
I117778,C455212,Male,21,Clothing,1,300.08,Cash,16/08/2021,Mall of Istanbul
I258926,C128834,Male,57,Clothing,1,300.08,Credit Card,4/8/2021,Mall of Istanbul
I125147,C295069,Male,68,Cosmetics,4,162.64,Cash,30/01/2022,Kanyon
I123522,C257163,Male,20,Food & Beverage,1,5.23,Cash,14/08/2022,Istinye Park
I857861,C272918,Male,18,Technology,5,5250.0,Cash,30/04/2022,Mall of Istanbul
I144157,C146738,Male,39,Toys,5,179.2,Cash,22/09/2022,Metrocity
I170362,C103888,Male,69,Clothing,4,1200.32,Cash,3/10/2022,Mall of Istanbul
I252825,C828471,Male,37,Clothing,5,1500.4,Credit Card,20/03/2022,Metropol AVM
I338183,C222728,Male,18,Clothing,4,1200.32,Cash,4/11/2021,Kanyon
I300808,C541498,Male,38,Clothing,3,900.24,Cash,20/12/2022,Kanyon
I255774,C248859,Male,18,Food & Beverage,1,5.23,Debit Card,20/12/2021,Metropol AVM
I580474,C535999,Male,43,Technology,4,4200.0,Debit Card,8/2/2021,Zorlu Center
I777931,C229071,Male,27,Clothing,5,1500.4,Debit Card,5/4/2021,Kanyon
I984781,C336350,Male,60,Clothing,4,1200.32,Cash,25/11/2022,Zorlu Center
I789368,C199509,Male,22,Cosmetics,3,121.98,Cash,5/10/2021,Metropol AVM
I850954,C110091,Male,67,Clothing,2,600.16,Credit Card,13/03/2021,Emaar Square Mall
I387354,C128876,Male,27,Shoes,1,600.17,Cash,7/4/2021,Kanyon
I229895,C156273,Male,36,Toys,1,35.84,Cash,16/04/2021,Kanyon
I262105,C215196,Male,42,Technology,2,2100.0,Cash,5/6/2021,Emaar Square Mall
I284474,C126883,Male,60,Shoes,1,600.17,Credit Card,12/10/2021,Metrocity
I316383,C582855,Male,53,Food & Beverage,5,26.15,Cash,30/08/2021,Metrocity
I230848,C323917,Male,31,Food & Beverage,4,20.92,Cash,5/1/2022,Metropol AVM
I384873,C436520,Male,28,Clothing,2,600.16,Debit Card,3/1/2022,Kanyon
I247936,C581116,Male,47,Books,3,45.45,Cash,10/8/2022,Mall of Istanbul
I276696,C229051,Male,49,Cosmetics,2,81.32,Cash,14/10/2021,Istinye Park
